bin_num,bin_typ,stk_hu,mat_cod,stk_qty
PP.07.130.05,PA01,REC000780817,5ACEFFF2D6111EEE80F529A7B3B9927F,24
PP.07.130.06,PA01,NAC000127499,5ACEFFF2D6111EDBAF96583577FB4CF0,920
PP.08.005.05,PA01,REC000643132,5ACEFFF2D6111EDBAF92A9EA1E290CCF,211
PP.08.005.07,PA01,REC000690229,5ACEFFF2D6111EDBAF928EA7E1154D10,2
PP.08.006.03,PA01,00000000006000278346,5ACEFFF2D6111EDBAF9677AE89E88D63,189
PP.08.008.04,PA01,REC000703546,5ACEFFF2D6111EDBAF913A8EBBBE8D13,120
PP.08.009.06,PA01,REC000776800,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.020.03,PA01,REC000768987,5ACEFFF2D6111EDBAF967A0085974D65,2610
PP.08.024.03,PA01,NAC000167430,5ACEFFF2D6111EDBAF91334388C2CCBE,1050
PP.08.026.03,PA01,REC000764108,5ACEFFF2D6111EDBAF967A0085974D65,2700
PP.08.030.03,PA01,REC000770596,5ACEFFF2D6111EDBAF967A0085974D65,2160
PP.08.032.03,PA01,REC000774822,5ACEFFF2D6111EDBAF92A193E0B10CFF,120
PP.08.035.04,PA01,SHL000012116,5ACEFFF2D6111EDBAF9298FAB37B0D10,1
PP.08.043.04,PA01,REC000755223,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.044.07,PA01,REC000755220,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.045.03,PA01,REC000755363,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.045.04,PA01,REC000755362,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.045.05,PA01,REC000755361,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.045.06,PA01,REC000755360,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.046.04,PA01,REC000755367,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.046.05,PA01,REC000755366,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.046.06,PA01,REC000755365,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.046.07,PA01,REC000755364,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.047.04,PA01,REC000755371,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.047.05,PA01,REC000755370,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.047.06,PA01,REC000755369,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.047.07,PA01,REC000755368,5ACEFFF2D6111EDBAF92AC2E592F0D14,24
PP.08.050.03,PA01,NAC000143327,5ACEFFF2D6111EEC89FD3BCA236E8208,3570
PP.08.053.05,PA01,REC000753173,5ACEFFF2D6111EDBAF916282925B0D01,280
PP.08.053.07,PA01,REC000753172,5ACEFFF2D6111EDBAF913EDB27ADCD24,360
PP.08.057.05,PA01,REC000776348,5ACEFFF2D6111EDBAF92AC36609D0CE4,80
PP.08.059.07,PA01,REC000753190,5ACEFFF2D6111EDBAF913F29015F0CD7,485
PP.08.060.03,PA01,REC000776394,5ACEFFF2D6111EDBAF92A2229E6A4CC6,120
PP.08.060.05,PA01,REC000774785,5ACEFFF2D6111EDBAF92A022AD480CC6,144
PP.08.061.06,PA01,REC000755418,5ACEFFF2D6111EDBAF9162BA9D2ACD01,360
PP.08.062.03,PA01,REC000755422,5ACEFFF2D6111EDBAF91629E27384D01,280
PP.08.064.03,PA01,REC000742196,5ACEFFF2D6111EDBAF92A0A8EE620D00,288
PP.08.064.05,PA01,REC000753205,5ACEFFF2D6111EDBAF913F29015F0CD7,485
PP.08.064.06,PA01,REC000774801,5ACEFFF2D6111EDBAF92A202E0AB0CC6,306
PP.08.066.05,PA01,REC000776033,5ACEFFF2D6111EDBAF913F9415E7CCBB,330
PP.08.067.06,PA01,REC000776032,5ACEFFF2D6111EDBAF913F944DEE4D28,330
PP.08.069.03,PA01,REC000755441,5ACEFFF2D6111EDBAF913F96C55B4D55,375
PP.08.071.03,PA01,NAC000154921,5ACEFFF2D6111EDBAF928E90AC72CCCD,972
PP.08.071.04,PA01,NAC000155734,5ACEFFF2D6111EDBAF928E90AC72CCCD,1015
PP.08.072.03,PA01,REC000781161,5ACEFFF2D6111EDBAF93A393B0FE8CF2,610
PP.08.072.04,PA01,REC000781160,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.072.05,PA01,REC000781562,5ACEFFF2D6111EDBAF93A3C295FFCCF2,640
PP.08.072.06,PA01,REC000769964,5ACEFFF2D6111EDBAF913FA60BB40CC6,330
PP.08.073.04,PA01,REC000753215,5ACEFFF2D6111EDBAF91626908A04D01,280
PP.08.073.05,PA01,NAC000145802,5ACEFFF2D6111EDC96D17630CE8CDCE5,30
PP.08.074.03,PA01,REC000753220,5ACEFFF2D6111EDBAF91626908A04D01,280
PP.08.074.04,PA01,REC000769967,5ACEFFF2D6111EDBAF913FA60BB40CC6,330
PP.08.074.05,PA01,REC000781561,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.08.074.06,PA01,REC000769966,5ACEFFF2D6111EDBAF913FA60BB40CC6,330
PP.08.075.03,PA01,REC000769970,5ACEFFF2D6111EDBAF913FA60BB40CC6,330
PP.08.075.05,PA01,REC000769969,5ACEFFF2D6111EDBAF913FA781A9CCC2,330
PP.08.075.06,PA01,REC000769968,5ACEFFF2D6111EDBAF913FA60BB40CC6,330
PP.08.076.03,PA01,REC000780767,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.076.04,PA01,REC000780766,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.076.05,PA01,REC000769971,5ACEFFF2D6111EDBAF913FA60BB40CC6,330
PP.08.077.04,PA01,REC000764717,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.078.07,PA01,REC000764637,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.083.03,PA01,REC000767253,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.08.084.03,PA01,REC000764879,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.08.084.05,PA01,NAC000132714,5ACEFFF2D6111EDBAF9643D3E1994D41,2016
PP.08.084.06,PA01,REC000774715,5ACEFFF2D6111EDBAF913F9415E7CCBB,330
PP.08.084.07,PA01,REC000769178,5ACEFFF2D6111EDBAF92AB59D2EC8CD0,1176
PP.08.085.04,PA01,REC000776018,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.086.05,PA01,REC000771851,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.08.086.06,PA01,REC000764208,5ACEFFF2D6111EDBAF913F74CA2ACD26,490
PP.08.087.03,PA01,REC000771850,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.087.04,PA01,REC000764648,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.087.06,PA01,REC000771849,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.087.07,PA01,REC000771848,5ACEFFF2D6111EDBAF913F9415E7CCBB,330
PP.08.088.04,PA01,REC000746857,5ACEFFF2D6111EDBAF92A02AF2AB4D61,384
PP.08.088.06,PA01,REC000764668,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.088.07,PA01,REC000771847,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.089.03,PA01,REC000746858,5ACEFFF2D6111EDBAF92A02AF2AB4D61,384
PP.08.089.04,PA01,REC000746859,5ACEFFF2D6111EDBAF92A212DA9E8CC9,480
PP.08.089.07,PA01,REC000746863,5ACEFFF2D6111EDBAF92A01D68B3CD5E,480
PP.08.090.04,PA01,REC000746864,5ACEFFF2D6111EDBAF92A193E0B10CFF,480
PP.08.090.05,PA01,REC000746865,5ACEFFF2D6111EDBAF92A212DA9E8CC9,480
PP.08.091.04,PA01,REC000746869,5ACEFFF2D6111EDBAF92A2A48A334CC9,384
PP.08.091.06,PA01,REC000746871,5ACEFFF2D6111EDBAF92A2A48A334CC9,384
PP.08.091.07,PA01,REC000746873,5ACEFFF2D6111EDBAF92A02AF2AB4D61,384
PP.08.092.04,PA01,REC000773735,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.092.05,PA01,REC000764665,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.08.092.07,PA01,REC000746877,5ACEFFF2D6111EDBAF92A2A48A334CC9,384
PP.08.093.05,PA01,REC000771845,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.08.093.07,PA01,REC000764663,5ACEFFF2D6111EDBAF9162E2EB038D01,485
PP.08.094.03,PA01,REC000764662,5ACEFFF2D6111EDBAF913F64099A4D26,1540
PP.08.094.04,PA01,REC000771844,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.094.05,PA01,REC000746885,5ACEFFF2D6111EDBAF92A293E0A24CD5,384
PP.08.094.07,PA01,REC000771843,5ACEFFF2D6111EDBAF913EB1EFAC0CCE,630
PP.08.095.03,PA01,REC000771842,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.08.095.04,PA01,REC000771841,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.08.095.05,PA01,NAC000162920,5ACEFFF2D6111EDBAF9676CEBE998D5D,840
PP.08.095.06,PA01,REC000764661,5ACEFFF2D6111EDBAF9292D59351CCDA,800
PP.08.095.07,PA01,REC000764660,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.08.096.03,PA01,REC000771840,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.096.04,PA01,REC000764659,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.08.096.05,PA01,REC000764670,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.096.07,PA01,REC000771839,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.097.03,PA01,REC000771838,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.08.097.04,PA01,REC000771837,5ACEFFF2D6111EDBAF913EB1EFAC0CCE,630
PP.08.097.05,PA01,REC000774055,5ACEFFF2D6111EDBAF9162D9226C8D01,485
PP.08.097.06,PA01,REC000776019,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.08.097.07,PA01,REC000771836,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.08.098.04,PA01,REC000764681,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.098.07,PA01,REC000597927,5ACEFFF2D6111EDBAF92ABDA0A988CD5,498
PP.08.099.03,PA01,REC000771835,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.08.099.05,PA01,REC000771833,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.099.07,PA01,REC000771832,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.08.100.06,PA01,REC000771831,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.101.03,PA01,REC000771830,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.101.05,PA01,REC000771829,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.101.06,PA01,REC000771828,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.08.101.07,PA01,REC000764677,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.102.03,PA01,REC000771827,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.102.04,PA01,REC000771826,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.102.05,PA01,REC000771825,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.102.06,PA01,REC000771824,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.08.102.07,PA01,REC000778136,5ACEFFF2D6111EDBAF92AC458D584CD5,24
PP.08.103.03,PA01,REC000771823,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.103.04,PA01,REC000771822,5ACEFFF2D6111EDBAF913EB1EFAC0CCE,630
PP.08.103.05,PA01,REC000771821,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.103.07,PA01,REC000771820,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.105.03,PA01,REC000771819,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.08.105.04,PA01,REC000771818,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.105.05,PA01,REC000771817,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.08.105.06,PA01,REC000771816,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.08.105.07,PA01,REC000771815,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.106.03,PA01,REC000771814,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.08.106.04,PA01,REC000771813,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.106.05,PA01,REC000771812,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.08.106.06,PA01,REC000771811,5ACEFFF2D6111EDBAF913F9415E7CCBB,330
PP.08.106.07,PA01,REC000771810,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.107.03,PA01,REC000771809,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.08.107.04,PA01,REC000771808,5ACEFFF2D6111EDBAF9162E2EB038D01,485
PP.08.107.06,PA01,REC000774713,5ACEFFF2D6111EDBAF913F3A39AFCCC9,485
PP.08.107.07,PA01,REC000778133,5ACEFFF2D6111EDBAF92AC458D584CD5,24
PP.08.108.03,PA01,REC000778132,5ACEFFF2D6111EDBAF92AC458D584CD5,24
PP.08.108.05,PA01,REC000764680,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.108.06,PA01,REC000758575,5ACEFFF2D6111EDBAF9162BA9D2ACD01,360
PP.08.108.07,PA01,NAC000164431,5ACEFFF2D6111EDCA283C986597DD438,1679
PP.08.109.05,PA01,REC000764683,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.08.109.06,PA01,REC000764684,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.08.110.03,PA01,NAC000163120,5ACEFFF2D6111EDBAF91334388C2CCBE,1050
PP.08.110.04,PA01,REC000764886,5ACEFFF2D6111EDBAF9141C7CD27CD02,190
PP.08.110.05,PA01,NAC000164560,5ACEFFF2D6111EDBAF928E9031874D1C,900
PP.08.112.06,PA01,REC000773783,5ACEFFF2D6111EDBAF92A008DD7F8CBE,96
PP.08.112.07,PA01,REC000758576,5ACEFFF2D6111EDBAF9162BA9D2ACD01,360
PP.08.113.04,PA01,NAC000163146,5ACEFFF2D6111EDBAF928E9031874D1C,542
PP.08.114.06,PA01,REC000773779,5ACEFFF2D6111EDBAF92A202E0AB0CC6,276
PP.08.115.05,PA01,REC000625312,5ACEFFF2D6111EDBAF92ACF92FC18D31,384
PP.08.115.07,PA01,REC000764690,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.116.03,PA01,NAC000158233,5ACEFFF2D6111EDBAF928E90AC72CCCD,570
PP.08.116.04,PA01,NAC000154677,5ACEFFF2D6111EDBAF928E90AC72CCCD,529
PP.08.116.07,PA01,REC000764691,5ACEFFF2D6111EDBAF913F64099A4D26,1540
PP.08.118.03,PA01,REC000764209,5ACEFFF2D6111EDBAF913F84CDAA0CD7,385
PP.08.118.07,PA01,REC000764892,5ACEFFF2D6111EDBAF9141C35837CD4B,600
PP.08.119.03,PA01,REC000749247,5ACEFFF2D6111EDBAF92A0029C0B0D81,384
PP.08.119.04,PA01,REC000758577,5ACEFFF2D6111EDBAF916263139B4D01,280
PP.08.119.05,PA01,REC000776795,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.119.06,PA01,REC000776794,5ACEFFF2D6111EDBAF9292D59351CCDA,800
PP.08.119.07,PA01,NAC000166785,5ACEFFF2D6111EDBAF9654A5B17ACD69,850
PP.08.120.03,PA01,REC000776020,5ACEFFF2D6111EDBAF9292F993958D1C,530
PP.08.120.05,PA01,NAC000162086,5ACEFFF2D6111EDDADD4E2855CBF91ED,3700
PP.08.120.06,PA01,REC000773762,5ACEFFF2D6111EDBAF92A212DA9E8CC9,384
PP.08.121.05,PA01,REC000764692,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.08.121.06,PA01,NAC000161047,5ACEFFF2D6111EDDADD4E2855CBF91ED,5100
PP.08.121.07,PA01,REC000764894,5ACEFFF2D6111EDBAF9141C35837CD4B,600
PP.08.122.03,PA01,REC000758578,5ACEFFF2D6111EDBAF916263139B4D01,280
PP.08.122.05,PA01,REC000774712,5ACEFFF2D6111EDBAF913F3A39AFCCC9,485
PP.08.123.03,PA01,REC000774056,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.123.05,PA01,REC000764706,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.123.06,PA01,REC000773733,5ACEFFF2D6111EDBAF93A3C295FFCCF2,640
PP.08.123.07,PA01,REC000764707,5ACEFFF2D6111EDBAF913F93C9860CD7,330
PP.08.124.05,PA01,REC000764708,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.08.124.06,PA01,REC000764709,5ACEFFF2D6111EDBAF913F93C9860CD7,330
PP.08.124.07,PA01,REC000773732,5ACEFFF2D6111EDBAF93A3E1B2F98CF2,630
PP.08.125.03,PA01,REC000773730,5ACEFFF2D6111EDBAF93A3E1B2F98CF2,630
PP.08.125.05,PA01,REC000764714,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.08.125.07,PA01,REC000774057,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.08.126.03,PA01,REC000764718,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.08.126.07,PA01,REC000764719,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.08.127.05,PA01,REC000773729,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.127.06,PA01,REC000774058,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.08.127.07,PA01,REC000773728,5ACEFFF2D6111EDBAF93A3E1B2F98CF2,630
PP.08.129.03,PA01,REC000770515,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.08.129.04,PA01,REC000774059,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.08.129.05,PA01,REC000765340,5ACEFFF2D6111EDBAF9642171E6F0CC8,1056
PP.08.129.06,PA01,REC000773727,5ACEFFF2D6111EDBAF93A3E1B2F98CF2,630
PP.08.129.07,PA01,REC000764725,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.08.130.03,PA01,REC000767279,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.08.130.04,PA01,REC000764214,5ACEFFF2D6111EDBAF913F84CDAA0CD7,385
PP.08.130.05,PA01,REC000631561,5ACEFFF2D6111EDBAF92A01D68B3CD5E,480
PP.08.130.06,PA01,REC000764728,5ACEFFF2D6111EDBAF913ECA5C8B0CDA,525
PP.08.130.07,PA01,NAC000148237,5ACEFFF2D6111EDBAF96732095928D4B,60
PP.09.005.03,PA01,REC000719673,5ACEFFF2D6111EDBAF92A09552E7CD37,288
PP.09.005.05,PA01,REC000767447,5ACEFFF2D6111EDBAF967A0085974D65,2160
PP.09.006.04,PA01,REC000764897,5ACEFFF2D6111EDBAF9141CF32C38D0E,200
PP.09.008.03,PA01,REC000749750,5ACEFFF2D6111EDBAF96735D7C6C0D4B,251
PP.09.010.03,PA01,REC000758459,5ACEFFF2D6111EDBAF967A21A0730D4B,320
PP.09.013.03,PA01,REC000703141,5ACEFFF2D6111EDBAF929301553D0D10,350
PP.09.029.03,PA01,REC000764830,5ACEFFF2D6111EDBAF9162D9226C8D01,485
PP.09.030.03,PA01,REC000623824,5ACEFFF2D6111EDBAF964FB8FE328CC1,70
PP.09.032.06,PA01,NAC000113439,5ACEFFF2D6111EEC94D52FA909EFDF1E,284
PP.09.034.03,PA01,REC000767446,5ACEFFF2D6111EDBAF967A0085974D65,1080
PP.09.036.03,PA01,REC000727564,5ACEFFF2D6111EDBAF92A09552E7CD37,288
PP.09.043.03,PA01,REC000735055,5ACEFFF2D6111EDBAF92A01D68B3CD5E,480
PP.09.043.07,PA01,REC000776011,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.09.044.04,PA01,REC000774719,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.09.044.07,PA01,REC000764638,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.09.045.07,PA01,REC000622714,5ACEFFF2D6111EDBAF92ABB162544D66,240
PP.09.046.06,PA01,REC000622709,5ACEFFF2D6111EDBAF92ABB162544D66,240
PP.09.046.07,PA01,REC000622710,5ACEFFF2D6111EDBAF92ABB162544D66,240
PP.09.047.03,PA01,REC000744440,5ACEFFF2D6111EDBAF92AB59D2EC8CD0,1176
PP.09.047.04,PA01,REC000744439,5ACEFFF2D6111EDBAF92AB59D2EC8CD0,1176
PP.09.048.03,PA01,REC000747035,5ACEFFF2D6111EDBAF91629E27384D01,280
PP.09.048.04,PA01,REC000776010,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.09.048.07,PA01,REC000775350,5ACEFFF2D6111EDBAF91382DD03E4D01,360
PP.09.049.04,PA01,REC000775352,5ACEFFF2D6111EDBAF91382DD03E4D01,360
PP.09.049.06,PA01,REC000764635,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.09.050.03,PA01,REC000755523,5ACEFFF2D6111EDBAF916282925B0D01,280
PP.09.050.05,PA01,REC000766938,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.09.050.07,PA01,REC000774054,5ACEFFF2D6111EDBAF913F3A39AFCCC9,485
PP.09.051.03,PA01,REC000764630,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.09.051.04,PA01,REC000775353,5ACEFFF2D6111EDBAF91382DD03E4D01,360
PP.09.051.05,PA01,REC000764631,5ACEFFF2D6111EDBAF9292D59351CCDA,800
PP.09.051.06,PA01,NAC000131915,5ACEFFF2D6111EDBAF96764EF8A38CC5,1020
PP.09.051.07,PA01,REC000744452,5ACEFFF2D6111EDBAF93A4F927600CF2,384
PP.09.052.03,PA01,REC000769057,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.09.052.04,PA01,REC000770527,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.09.052.06,PA01,REC000774720,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.09.053.03,PA01,REC000744459,5ACEFFF2D6111EDBAF93A4F927600CF2,384
PP.09.053.06,PA01,REC000764628,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.09.053.07,PA01,REC000764629,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.09.054.03,PA01,NAC000099038,5ACEFFF2D6111EDBAF9675FC80DA0D41,740
PP.09.054.04,PA01,REC000764633,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.09.055.04,PA01,REC000768646,5ACEFFF2D6111EDBAF92A4956E1DCD0F,120
PP.09.055.07,PA01,REC000764627,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.09.056.07,PA01,REC000764839,5ACEFFF2D6111EDBAF9162E2EB038D01,485
PP.09.057.03,PA01,REC000767170,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.058.05,PA01,REC000767171,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.059.03,PA01,REC000764838,5ACEFFF2D6111EDBAF9162E2EB038D01,485
PP.09.059.04,PA01,REC000767267,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.09.059.05,PA01,REC000767173,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.059.07,PA01,REC000767172,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.060.03,PA01,REC000767176,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.060.05,PA01,REC000764207,5ACEFFF2D6111EDBAF913F88E0F0CCC6,385
PP.09.060.06,PA01,REC000767175,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.060.07,PA01,REC000767174,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.061.03,PA01,REC000764624,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.09.061.07,PA01,REC000767177,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.063.03,PA01,REC000774721,5ACEFFF2D6111EDBAF9162BA9D2ACD01,360
PP.09.063.06,PA01,REC000764834,5ACEFFF2D6111EDBAF913F96C55B4D55,375
PP.09.063.07,PA01,REC000764623,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.09.064.04,PA01,REC000764621,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.09.065.03,PA01,REC000764619,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.09.065.04,PA01,REC000767178,5ACEFFF2D6111EDBAF92AB8CC2AB8CDF,96
PP.09.066.04,PA01,00000000006000343021,5ACEFFF2D6111EDBAF93A3E1B2F98CF2,630
PP.09.068.03,PA01,REC000774724,5ACEFFF2D6111EDBAF9162332D3E4D01,560
PP.09.070.03,PA01,REC000761770,5ACEFFF2D6111EDBAF9141CF32C38D0E,220
PP.09.070.04,PA01,REC000755536,5ACEFFF2D6111EDBAF913F29015F0CD7,485
PP.09.070.07,PA01,REC000713910,5ACEFFF2D6111EDBAF92AA9F28190D1C,180
PP.09.071.03,PA01,REC000764618,5ACEFFF2D6111EDBAF93A393B0FE8CF2,610
PP.09.071.05,PA01,REC000774922,5ACEFFF2D6111EDBAF9143F4372ACD41,160
PP.09.072.03,PA01,REC000782170,5ACEFFF2D6111EDBAF91384FF2558D5B,600
PP.09.075.07,PA01,REC000764616,5ACEFFF2D6111EDBAF91624E4F5F0D01,475
PP.09.076.04,PA01,REC000761371,5ACEFFF2D6111EDBAF963E648D8A4CBD,2400
PP.09.076.06,PA01,REC000764614,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.09.076.07,PA01,REC000764682,5ACEFFF2D6111EDBAF913F64099A4D26,1540
PP.09.077.03,PA01,REC000767256,5ACEFFF2D6111EDBAF93A3D7A55F0CF2,630
PP.09.077.04,PA01,REC000776722,5ACEFFF2D6111EDBAF92AC4EE0104CDE,40
PP.09.077.06,PA01,REC000776720,5ACEFFF2D6111EDBAF92AC458D584CD5,24
PP.09.077.07,PA01,REC000774726,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
PP.09.083.03,PA01,REC000769035,5ACEFFF2D6111EDBAF9292F21F6F4D41,610
PP.09.083.04,PA01,REC000780773,5ACEFFF2D6111EDBAF913EC9423D0D5D,525
PP.09.083.05,PA01,REC000761104,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.09.083.06,PA01,REC000746332,5ACEFFF2D6111EDBAF96422629FA0CD3,3839
PP.09.083.07,PA01,REC000780772,5ACEFFF2D6111EDBAF91623DE8E50D01,560
PP.09.084.03,PA01,REC000770531,5ACEFFF2D6111EDBAF913EB1EFAC0CCE,630
PP.09.084.04,PA01,REC000780073,5ACEFFF2D6111EDBAF91308CF910CD58,540
PP.09.084.05,PA01,REC000761771,5ACEFFF2D6111EDBAF9141CF32C38D0E,350
PP.09.084.06,PA01,REC000770530,5ACEFFF2D6111EDBAF913EB023F48D28,560
PP.09.084.07,PA01,REC000768874,5ACEFFF2D6111EDBAF93A3E1B2F98CF2,630
PP.09.085.03,PA01,REC000756504,5ACEFFF2D6111EDBAF9137B36157CD52,400
PP.09.085.04,PA01,REC000746438,5ACEFFF2D6111EDBAF913F74CA2ACD26,490
PP.09.085.05,PA01,REC000761103,5ACEFFF2D6111EDBAF93A3CDFE718CF2,630
